gene_short_name	num_cells_expressed
NFYC	NFYC	14
KCNQ4	KCNQ4	0
CITED4	CITED4	23
RP5-1066H13.4	RP5-1066H13.4	0
CTPS1	CTPS1	5
SLFNL1	SLFNL1	0
SCMH1	SCMH1	3
RP11-399E6.1	RP11-399E6.1	0
FOXO6	FOXO6	0
RP11-399E6.4	RP11-399E6.4	0
EDN2	EDN2	0
HIVEP3	HIVEP3	6
RP11-486B10.3	RP11-486B10.3	0
GUCA2B	GUCA2B	0
GUCA2A	GUCA2A	0
FOXJ3	FOXJ3	7
RIMKLA	RIMKLA	0
ZMYND12	ZMYND12	0
PPCS	PPCS	73
CCDC30	CCDC30	6
PPIH	PPIH	49
RP5-994D16.3	RP5-994D16.3	1
YBX1	YBX1	545
CLDN19	CLDN19	0
LEPRE1	LEPRE1	9
C1orf50	C1orf50	18
RP5-994D16.9	RP5-994D16.9	0
CCDC23	CCDC23	64
ERMAP	ERMAP	1
RP11-342M1.3	RP11-342M1.3	1
ZNF691	ZNF691	4
SLC2A1	SLC2A1	17
SLC2A1-AS1	SLC2A1-AS1	4
FAM183A	FAM183A	0
EBNA1BP2	EBNA1BP2	40
WDR65	WDR65	2
TMEM125	TMEM125	0
C1orf210	C1orf210	0
TIE1	TIE1	0
MPL	MPL	0
RP1-92O14.3	RP1-92O14.3	0
CDC20	CDC20	0
ELOVL1	ELOVL1	36
MED8	MED8	17
RP1-92O14.6	RP1-92O14.6	0
SZT2	SZT2	5
SZT2-AS1	SZT2-AS1	0
HYI	HYI	9
HYI-AS1	HYI-AS1	1
PTPRF	PTPRF	0
KDM4A	KDM4A	3
KDM4A-AS1	KDM4A-AS1	1
ST3GAL3	ST3GAL3	4
RP11-184I16.4	RP11-184I16.4	0
ARTN	ARTN	0
RP11-7O11.3	RP11-7O11.3	0
IPO13	IPO13	9
DPH2	DPH2	21
ATP6V0B	ATP6V0B	129
B4GALT2	B4GALT2	0
CCDC24	CCDC24	2
SLC6A9	SLC6A9	0
RP5-1198O20.4	RP5-1198O20.4	0
KLF17	KLF17	0
DMAP1	DMAP1	38
ERI3	ERI3	34
RNF220	RNF220	15
TMEM53	TMEM53	4
C1orf228	C1orf228	58
KIF2C	KIF2C	1
RP11-269F19.2	RP11-269F19.2	0
RPS8	RPS8	798
BEST4	BEST4	2
PLK3	PLK3	17
TCTEX1D4	TCTEX1D4	2
BTBD19	BTBD19	0
PTCH2	PTCH2	1
EIF2B3	EIF2B3	17
HECTD3	HECTD3	2
UROD	UROD	31
ZSWIM5	ZSWIM5	0
HPDL	HPDL	0
MUTYH	MUTYH	7
TOE1	TOE1	7
TESK2	TESK2	5
CCDC163P	CCDC163P	10
MMACHC	MMACHC	0
PRDX1	PRDX1	155
AKR1A1	AKR1A1	88
NASP	NASP	72
CCDC17	CCDC17	0
GPBP1L1	GPBP1L1	24
TMEM69	TMEM69	27
IPP	IPP	4
MAST2	MAST2	1
PIK3R3	PIK3R3	0
RP4-533D7.4	RP4-533D7.4	0
RP4-533D7.5	RP4-533D7.5	0
TSPAN1	TSPAN1	0
RP11-322N21.2	RP11-322N21.2	0
POMGNT1	POMGNT1	8
LURAP1	LURAP1	0
RAD54L	RAD54L	1
LRRC41	LRRC41	17
UQCRH	UQCRH	318
NSUN4	NSUN4	7
FAAH	FAAH	1
RP5-1109J22.2	RP5-1109J22.2	0
LINC00505	LINC00505	0
DMBX1	DMBX1	0
MKNK1-AS1	MKNK1-AS1	0
KNCN	KNCN	0
MKNK1	MKNK1	9
MOB3C	MOB3C	4
ATPAF1	ATPAF1	23
EFCAB14	EFCAB14	18
TEX38	TEX38	0
EFCAB14-AS1	EFCAB14-AS1	0
CYP4B1	CYP4B1	0
CYP4A11	CYP4A11	0
CYP4X1	CYP4X1	0
CYP4Z1	CYP4Z1	0
CYP4A22-AS1	CYP4A22-AS1	0
CYP4A22	CYP4A22	0
LINC00853	LINC00853	0
PDZK1IP1	PDZK1IP1	0
TAL1	TAL1	0
RP1-18D14.7	RP1-18D14.7	0
STIL	STIL	0
CMPK1	CMPK1	155
RP11-511I2.2	RP11-511I2.2	0
FOXE3	FOXE3	0
FOXD2-AS1	FOXD2-AS1	1
FOXD2	FOXD2	0
RP11-543D5.1	RP11-543D5.1	0
TRABD2B	TRABD2B	0
RP11-543D5.2	RP11-543D5.2	0
FLJ00388	FLJ00388	0
RP11-330M19.1	RP11-330M19.1	0
RP4-683M8.2	RP4-683M8.2	0
RP11-193P11.3	RP11-193P11.3	0
AL109659.1	AL109659.1	0
RP5-1024N4.2	RP5-1024N4.2	0
SLC5A9	SLC5A9	0
RP5-1024N4.4	RP5-1024N4.4	0
SPATA6	SPATA6	0
AGBL4	AGBL4	0
BEND5	BEND5	25
RP11-141A19.1	RP11-141A19.1	0
RP11-141A19.2	RP11-141A19.2	0
AL645730.2	AL645730.2	0
ELAVL4	ELAVL4	0
RP11-567C20.2	RP11-567C20.2	0
RP11-567C20.3	RP11-567C20.3	0
DMRTA2	DMRTA2	0
RP5-850O15.4	RP5-850O15.4	0
FAF1	FAF1	12
RP5-850O15.3	RP5-850O15.3	0
CDKN2C	CDKN2C	5
C1orf185	C1orf185	0
RP11-296A18.3	RP11-296A18.3	0
RNF11	RNF11	20
RP11-296A18.6	RP11-296A18.6	0
TTC39A	TTC39A	0
RP11-275F13.1	RP11-275F13.1	0
EPS15	EPS15	13
RP11-253A20.1	RP11-253A20.1	0
RP11-191G24.1	RP11-191G24.1	0
OSBPL9	OSBPL9	19
NRD1	NRD1	33
RP4-657D16.3	RP4-657D16.3	1
RP4-657D16.6	RP4-657D16.6	0
RAB3B	RAB3B	0
TXNDC12	TXNDC12	61
KTI12	KTI12	29
RP11-91A18.4	RP11-91A18.4	0
TXNDC12-AS1	TXNDC12-AS1	0
BTF3L4	BTF3L4	26
ZFYVE9	ZFYVE9	2
CC2D1B	CC2D1B	7
RP11-155O18.6	RP11-155O18.6	0
ORC1	ORC1	0
PRPF38A	PRPF38A	46
ZCCHC11	ZCCHC11	35
RP11-25O10.2	RP11-25O10.2	0
GPX7	GPX7	37
FAM159A	FAM159A	49
COA7	COA7	0
ZYG11B	ZYG11B	6
ZYG11A	ZYG11A	0
RP4-631H13.2	RP4-631H13.2	0
ECHDC2	ECHDC2	26
SCP2	SCP2	104
PODN	PODN	0
RP11-334A14.5	RP11-334A14.5	0
SLC1A7	SLC1A7	0
RP11-334A14.8	RP11-334A14.8	0
CPT2	CPT2	4
RP5-1024G6.2	RP5-1024G6.2	0
C1orf123	C1orf123	57
RP5-1024G6.7	RP5-1024G6.7	1
MAGOH	MAGOH	83
RP5-1024G6.5	RP5-1024G6.5	0
RP5-1024G6.8	RP5-1024G6.8	0
LRP8	LRP8	0
RP4-784A16.1	RP4-784A16.1	0
RP4-784A16.2	RP4-784A16.2	0
RP4-784A16.4	RP4-784A16.4	0
RP4-784A16.5	RP4-784A16.5	0
RP11-117D22.1	RP11-117D22.1	0
RP11-117D22.2	RP11-117D22.2	9
DMRTB1	DMRTB1	0
GLIS1	GLIS1	0
NDC1	NDC1	4
YIPF1	YIPF1	13
DIO1	DIO1	0
HSPB11	HSPB11	36
LRRC42	LRRC42	7
LDLRAD1	LDLRAD1	0
RP4-758J24.5	RP4-758J24.5	0
TMEM59	TMEM59	175
TCEANC2	TCEANC2	1
AL161915.1	AL161915.1	0
CDCP2	CDCP2	0
RP11-446E24.4	RP11-446E24.4	0
AL357673.1	AL357673.1	1
CYB5RL	CYB5RL	5
MRPL37	MRPL37	39
SSBP3	SSBP3	11
SSBP3-AS1	SSBP3-AS1	0
RP5-997D24.3	RP5-997D24.3	0
RP4-705F19.1	RP4-705F19.1	0
RP5-866L20.1	RP5-866L20.1	0
ACOT11	ACOT11	0
FAM151A	FAM151A	0
MROH7-TTC4	MROH7-TTC4	0
MROH7	MROH7	0
TTC4	TTC4	0
PARS2	PARS2	3
TTC22	TTC22	4
RP11-67L3.2	RP11-67L3.2	0
C1orf177	C1orf177	0
DHCR24	DHCR24	0
RP11-67L3.5	RP11-67L3.5	0
RP11-67L3.4	RP11-67L3.4	0
TMEM61	TMEM61	0
RP11-12C17.2	RP11-12C17.2	0
BSND	BSND	0
PCSK9	PCSK9	0
USP24	USP24	9
RP11-101C11.1	RP11-101C11.1	0
RP11-466L17.1	RP11-466L17.1	0
RP11-90C4.1	RP11-90C4.1	0
RP11-90C4.2	RP11-90C4.2	0
RP11-90C4.3	RP11-90C4.3	0
RP1-158P9.1	RP1-158P9.1	0
RP11-504A18.1	RP11-504A18.1	0
RP4-710M16.2	RP4-710M16.2	0
PPAP2B	PPAP2B	0
PRKAA2	PRKAA2	0
C1orf168	C1orf168	0
RP11-378I13.1	RP11-378I13.1	0
C8A	C8A	0
C8B	C8B	0
RP5-1103B4.3	RP5-1103B4.3	0
DAB1	DAB1	0
RP6-102O10.1	RP6-102O10.1	0
DAB1-AS1	DAB1-AS1	0
RP11-393I23.4	RP11-393I23.4	0
OMA1	OMA1	7
TACSTD2	TACSTD2	0
MYSM1	MYSM1	11
JUN	JUN	473
LINC01135	LINC01135	2
RP11-63G10.3	RP11-63G10.3	0
RP11-63G10.2	RP11-63G10.2	0
RP4-794H19.1	RP4-794H19.1	0
RP4-794H19.4	RP4-794H19.4	1
RP11-145M4.1	RP11-145M4.1	0
RP11-145M4.2	RP11-145M4.2	0
RP11-145M4.3	RP11-145M4.3	0
RP11-467C18.1	RP11-467C18.1	0
FGGY	FGGY	5
RP4-782L23.2	RP4-782L23.2	0
RP4-782L23.1	RP4-782L23.1	0
HOOK1	HOOK1	2
CYP2J2	CYP2J2	0
C1orf87	C1orf87	0
RP11-575B7.3	RP11-575B7.3	0
RP11-776H12.1	RP11-776H12.1	0
RP11-436K8.1	RP11-436K8.1	0
NFIA	NFIA	2
RP4-668G5.1	RP4-668G5.1	0
RP5-833A20.1	RP5-833A20.1	0
TM2D1	TM2D1	19
RP11-430G17.3	RP11-430G17.3	2
INADL	INADL	4
L1TD1	L1TD1	0
KANK4	KANK4	0
USP1	USP1	36
DOCK7	DOCK7	1
ANGPTL3	ANGPTL3	0
AL138847.1	AL138847.1	0
RP11-230B22.1	RP11-230B22.1	0
ATG4C	ATG4C	14
RP4-771M4.3	RP4-771M4.3	0
RP11-5P4.1	RP11-5P4.1	0
RP11-5P4.2	RP11-5P4.2	0
RP11-5P4.3	RP11-5P4.3	0
RP11-335E6.2	RP11-335E6.2	0
RP11-335E6.4	RP11-335E6.4	0
LINC00466	LINC00466	0
RP11-335E6.3	RP11-335E6.3	0
RP4-792G4.2	RP4-792G4.2	0
FOXD3	FOXD3	0
ALG6	ALG6	10
ITGB3BP	ITGB3BP	10
EFCAB7	EFCAB7	4
DLEU2L	DLEU2L	1
PGM1	PGM1	8
ROR1	ROR1	0
RP11-24J23.2	RP11-24J23.2	0
UBE2U	UBE2U	0
CACHD1	CACHD1	0
RAVER2	RAVER2	0
JAK1	JAK1	116
RP11-182I10.3	RP11-182I10.3	0
RP4-535B20.4	RP4-535B20.4	0
RP4-535B20.1	RP4-535B20.1	0
AK4	AK4	0
DNAJC6	DNAJC6	0
RP5-1044H5.1	RP5-1044H5.1	0
LEPR	LEPR	0
LEPROT	LEPROT	14
PDE4B	PDE4B	28
RP11-397C12.1	RP11-397C12.1	0
SGIP1	SGIP1	0
AL139147.1	AL139147.1	0
TCTEX1D1	TCTEX1D1	0
INSL5	INSL5	0
WDR78	WDR78	0
RP11-342H21.2	RP11-342H21.2	0
MIER1	MIER1	23
SLC35D1	SLC35D1	3
C1orf141	C1orf141	0
IL23R	IL23R	0
IL12RB2	IL12RB2	1
SERBP1	SERBP1	175
RP4-763G1.2	RP4-763G1.2	0
GADD45A	GADD45A	14
GNG12	GNG12	0
GNG12-AS1	GNG12-AS1	0
DIRAS3	DIRAS3	0
WLS	WLS	0
RPE65	RPE65	0
DEPDC1	DEPDC1	0
RP4-694A7.2	RP4-694A7.2	0
RP4-694A7.4	RP4-694A7.4	0
RP11-424D14.1	RP11-424D14.1	0
RP11-74K19.1	RP11-74K19.1	0
RP3-380B4.1	RP3-380B4.1	0
LRRC7	LRRC7	0
RP11-181B18.1	RP11-181B18.1	0
LRRC40	LRRC40	5
SRSF11	SRSF11	122
RP4-677H15.4	RP4-677H15.4	0
ANKRD13C	ANKRD13C	7
HHLA3	HHLA3	17
RP11-180O5.2	RP11-180O5.2	0
CTH	CTH	0
RP11-42O15.3	RP11-42O15.3	0
RP5-952N6.1	RP5-952N6.1	0
RP11-99H8.1	RP11-99H8.1	0
PTGER3	PTGER3	0
RP3-333A15.1	RP3-333A15.1	0
ZRANB2-AS1	ZRANB2-AS1	0
ZRANB2	ZRANB2	50
RP11-386O9.2	RP11-386O9.2	0
NEGR1	NEGR1	0
RP11-82L20.1	RP11-82L20.1	0
RP4-660H19.1	RP4-660H19.1	0
RP11-262K1.1	RP11-262K1.1	0
RP4-598G3.1	RP4-598G3.1	0
RP4-788P17.1	RP4-788P17.1	0
LRRIQ3	LRRIQ3	3
FPGT	FPGT	3
FPGT-TNNI3K	FPGT-TNNI3K	2
TNNI3K	TNNI3K	0
RP11-439H8.4	RP11-439H8.4	0
RP4-650F12.2	RP4-650F12.2	0
LRRC53	LRRC53	0
C1orf173	C1orf173	0
RP4-612J11.1	RP4-612J11.1	0
RP11-17E13.2	RP11-17E13.2	0
CRYZ	CRYZ	7
TYW3	TYW3	13
RP11-93N20.1	RP11-93N20.1	0
RP11-510C10.4	RP11-510C10.4	0
RP11-510C10.2	RP11-510C10.2	0
LHX8	LHX8	0
RP11-510C10.3	RP11-510C10.3	0
SLC44A5	SLC44A5	0
RP4-682C21.5	RP4-682C21.5	0
ACADM	ACADM	54
RABGGTB	RABGGTB	26
MSH4	MSH4	0
ASB17	ASB17	0
RP11-550H2.1	RP11-550H2.1	0
RP11-550H2.2	RP11-550H2.2	0
ST6GALNAC3	ST6GALNAC3	1
RP5-1102E8.3	RP5-1102E8.3	0
RP11-415A20.1	RP11-415A20.1	0
ST6GALNAC5	ST6GALNAC5	0
RP4-564M11.2	RP4-564M11.2	0
PIGK	PIGK	13
AK5	AK5	10
RP11-375A5.1	RP11-375A5.1	0
ZZZ3	ZZZ3	9
USP33	USP33	10
FAM73A	FAM73A	1
NEXN-AS1	NEXN-AS1	0
NEXN	NEXN	0
FUBP1	FUBP1	32
DNAJB4	DNAJB4	2
GIPC2	GIPC2	0
RP11-386I14.4	RP11-386I14.4	7
PTGFR	PTGFR	0
IFI44L	IFI44L	7
IFI44	IFI44	8
ELTD1	ELTD1	0
RP4-726F1.1	RP4-726F1.1	0
RP11-339A11.2	RP11-339A11.2	0
RP11-339D23.1	RP11-339D23.1	0
RP11-115A15.1	RP11-115A15.1	0
RP5-887A10.1	RP5-887A10.1	47
LPHN2	LPHN2	0
RP5-837I24.2	RP5-837I24.2	0
RP5-837I24.4	RP5-837I24.4	0
RP11-147G16.1	RP11-147G16.1	0
RP4-601K24.1	RP4-601K24.1	0
RP11-170N11.1	RP11-170N11.1	0
RP11-413G15.1	RP11-413G15.1	0
RP11-475O6.1	RP11-475O6.1	0
RP5-836J3.1	RP5-836J3.1	0
TTLL7	TTLL7	0
RP11-486G15.2	RP11-486G15.2	6
PRKACB	PRKACB	17
SAMD13	SAMD13	1
DNASE2B	DNASE2B	0
RPF1	RPF1	47
GNG5	GNG5	113
CTBS	CTBS	18
C1orf180	C1orf180	0
SSX2IP	SSX2IP	2
LPAR3	LPAR3	0
MCOLN2	MCOLN2	1
WDR63	WDR63	0
MCOLN3	MCOLN3	1
SYDE2	SYDE2	1
C1orf52	C1orf52	21
BCL10	BCL10	16
RP11-131L23.1	RP11-131L23.1	1
DDAH1	DDAH1	0
RP11-131L23.2	RP11-131L23.2	0
RP11-290M5.4	RP11-290M5.4	0
CYR61	CYR61	0
RP11-290M5.2	RP11-290M5.2	0
ZNHIT6	ZNHIT6	13
COL24A1	COL24A1	0
ODF2L	ODF2L	53
CLCA2	CLCA2	0
CLCA1	CLCA1	0
CLCA4	CLCA4	0
RP4-651E10.4	RP4-651E10.4	0
RP4-612B15.3	RP4-612B15.3	3
SH3GLB1	SH3GLB1	41
SEP15	SEP15	193
HS2ST1	HS2ST1	5
RP4-604K5.3	RP4-604K5.3	0
RP4-604K5.2	RP4-604K5.2	0
RP5-1052I5.2	RP5-1052I5.2	0
LINC01140	LINC01140	0
LMO4	LMO4	18
RP4-544H6.2	RP4-544H6.2	0
RP5-1027O11.1	RP5-1027O11.1	0
RP11-76N22.2	RP11-76N22.2	0
PKN2	PKN2	15
GTF2B	GTF2B	20
CCBL2	CCBL2	19
RBMXL1	RBMXL1	12
GBP3	GBP3	10
GBP1	GBP1	23
GBP2	GBP2	40
GBP7	GBP7	0
GBP4	GBP4	6
GBP5	GBP5	8
RP4-620F22.2	RP4-620F22.2	0
GBP6	GBP6	0
LRRC8B	LRRC8B	4
RP5-1007M22.2	RP5-1007M22.2	5
LRRC8C	LRRC8C	12
RP11-302M6.4	RP11-302M6.4	0
RP5-943J3.2	RP5-943J3.2	0
LRRC8D	LRRC8D	8
RP11-302M6.5	RP11-302M6.5	0
ZNF326	ZNF326	19
RP5-827O9.1	RP5-827O9.1	0
BARHL2	BARHL2	0
RP4-665J23.1	RP4-665J23.1	0
RP4-665J23.2	RP4-665J23.2	0
RP4-665J23.4	RP4-665J23.4	0
ZNF644	ZNF644	10
HFM1	HFM1	0
CDC7	CDC7	1
TGFBR3	TGFBR3	1
BRDT	BRDT	0
EPHX4	EPHX4	0
BTBD8	BTBD8	0
KIAA1107	KIAA1107	0
RP4-621B10.8	RP4-621B10.8	0
C1orf146	C1orf146	0
GLMN	GLMN	19
RPAP2	RPAP2	15
GFI1	GFI1	3
EVI5	EVI5	7
RPL5	RPL5	785
FAM69A	FAM69A	8
MTF2	MTF2	41
TMED5	TMED5	23
CCDC18	CCDC18	17
DR1	DR1	34
FNBP1L	FNBP1L	0
BCAR3	BCAR3	0
RP5-1033H22.2	RP5-1033H22.2	0
RP4-561L24.3	RP4-561L24.3	1
DNTTIP2	DNTTIP2	44
GCLM	GCLM	16
ABCA4	ABCA4	0
RP11-78O9.1	RP11-78O9.1	0
ARHGAP29	ARHGAP29	0
RP11-148B18.1	RP11-148B18.1	0
RP11-148B18.4	RP11-148B18.4	0
RP11-148B18.3	RP11-148B18.3	0
ABCD3	ABCD3	3
F3	F3	0
RP11-86H7.6	RP11-86H7.6	0
RP11-86H7.7	RP11-86H7.7	0
LINC01057	LINC01057	0
SLC44A3	SLC44A3	0
CNN3	CNN3	3
RP4-639F20.1	RP4-639F20.1	1
ALG14	ALG14	7
RP11-313A24.1	RP11-313A24.1	0
TMEM56	TMEM56	0
TMEM56-RWDD3	TMEM56-RWDD3	0
RP11-57H12.3	RP11-57H12.3	0
RWDD3	RWDD3	2
RP11-57H12.5	RP11-57H12.5	0
RP4-586O15.1	RP4-586O15.1	0
RP11-14O19.1	RP11-14O19.1	0
RP11-14O19.2	RP11-14O19.2	0
RP4-617C6.1	RP4-617C6.1	0
RP11-286B14.1	RP11-286B14.1	0
RP11-286B14.2	RP11-286B14.2	0
RP11-147C23.1	RP11-147C23.1	0
RP5-898J17.1	RP5-898J17.1	0
PTBP2	PTBP2	1
DPYD	DPYD	4
DPYD-AS1	DPYD-AS1	0
DPYD-AS2	DPYD-AS2	0
RP11-272L13.3	RP11-272L13.3	0
RP11-490G2.2	RP11-490G2.2	0
MIR137HG	MIR137HG	0
RP5-1070A16.1	RP5-1070A16.1	0
SNX7	SNX7	1
LPPR5	LPPR5	0
RP5-896L10.1	RP5-896L10.1	0
LPPR4	LPPR4	0
RP11-413P11.1	RP11-413P11.1	0
PALMD	PALMD	0
FRRS1	FRRS1	0
AGL	AGL	5
RP5-884G6.2	RP5-884G6.2	1
SLC35A3	SLC35A3	9
HIAT1	HIAT1	10
RP4-714D9.2	RP4-714D9.2	0
SASS6	SASS6	4
TRMT13	TRMT13	22
LRRC39	LRRC39	0
DBT	DBT	4
RP11-305E17.6	RP11-305E17.6	0
RTCA	RTCA	19
RP5-837M10.2	RP5-837M10.2	0
CDC14A	CDC14A	6
RP5-837M10.4	RP5-837M10.4	0
GPR88	GPR88	0
RP11-84O12.4	RP11-84O12.4	0
VCAM1	VCAM1	0
EXTL2	EXTL2	3
RP4-549L20.3	RP4-549L20.3	0
SLC30A7	SLC30A7	5
DPH5	DPH5	42
AC093157.1	AC093157.1	2
RP11-421L21.2	RP11-421L21.2	1
RP11-421L21.3	RP11-421L21.3	14
RP4-575N6.4	RP4-575N6.4	7
S1PR1	S1PR1	16
RP11-157N3.1	RP11-157N3.1	0
RP11-411H5.1	RP11-411H5.1	0
OLFM3	OLFM3	0
RP11-202K23.1	RP11-202K23.1	0
RP5-936J12.1	RP5-936J12.1	0
COL11A1	COL11A1	0
RP11-347K2.1	RP11-347K2.1	0
RP11-347K2.2	RP11-347K2.2	0
RP11-153F1.2	RP11-153F1.2	0
RP11-153F1.1	RP11-153F1.1	0
RNPC3	RNPC3	7
AMY2B	AMY2B	1
AMY2A	AMY2A	0
AMY1A	AMY1A	0
AMY1B	AMY1B	0
AMY1C	AMY1C	0
RP11-364B6.1	RP11-364B6.1	0
RP11-251P6.1	RP11-251P6.1	0
RP11-24P14.1	RP11-24P14.1	0
RP5-947P14.1	RP5-947P14.1	0
RP11-233E12.1	RP11-233E12.1	0
PRMT6	PRMT6	4
NTNG1	NTNG1	1
VAV3	VAV3	15
VAV3-AS1	VAV3-AS1	4
RP11-356N1.2	RP11-356N1.2	0
SLC25A24	SLC25A24	17
RP11-483I13.5	RP11-483I13.5	0
NBPF4	NBPF4	0
RP11-483I13.2	RP11-483I13.2	0
NBPF6	NBPF6	0
RP11-131J3.1	RP11-131J3.1	0
FAM102B	FAM102B	0
HENMT1	HENMT1	12
PRPF38B	PRPF38B	118
FNDC7	FNDC7	0
RP11-293A10.3	RP11-293A10.3	0
STXBP3	STXBP3	14
AKNAD1	AKNAD1	0
SPATA42	SPATA42	0
GPSM2	GPSM2	3
CLCC1	CLCC1	6
WDR47	WDR47	2
TAF13	TAF13	0
RP5-1065J22.8	RP5-1065J22.8	4
TMEM167B	TMEM167B	19
SCARNA2	SCARNA2	0
C1orf194	C1orf194	0
KIAA1324	KIAA1324	2
SARS	SARS	67
CELSR2	CELSR2	0
PSRC1	PSRC1	0
MYBPHL	MYBPHL	0
SORT1	SORT1	0
PSMA5	PSMA5	87
SYPL2	SYPL2	0
ATXN7L2	ATXN7L2	3
CYB561D1	CYB561D1	10
AMIGO1	AMIGO1	1
GPR61	GPR61	0
RP5-1160K1.8	RP5-1160K1.8	0
GNAI3	GNAI3	38
RP5-1160K1.3	RP5-1160K1.3	0
GNAT2	GNAT2	0
AMPD2	AMPD2	16
RP5-1160K1.6	RP5-1160K1.6	0
GSTM4	GSTM4	26
GSTM2	GSTM2	1
GSTM1	GSTM1	3
AC000032.2	AC000032.2	0
GSTM5	GSTM5	0
RP4-735C1.4	RP4-735C1.4	0
GSTM3	GSTM3	17
EPS8L3	EPS8L3	0
RP4-735C1.6	RP4-735C1.6	0
RP11-195M16.1	RP11-195M16.1	0
RP11-195M16.3	RP11-195M16.3	0
CSF1	CSF1	0
AHCYL1	AHCYL1	15
STRIP1	STRIP1	12
RP4-773N10.4	RP4-773N10.4	0
ALX3	ALX3	0
RP4-773N10.6	RP4-773N10.6	0
UBL4B	UBL4B	0
SLC6A17	SLC6A17	0
RP5-1028L10.1	RP5-1028L10.1	0
RP5-1028L10.2	RP5-1028L10.2	0
KCNC4-AS1	KCNC4-AS1	0
KCNC4	KCNC4	1
RP5-1074L1.1	RP5-1074L1.1	0
RBM15	RBM15	7
SLC16A4	SLC16A4	1
RP5-1074L1.4	RP5-1074L1.4	1
LAMTOR5-AS1	LAMTOR5-AS1	1
LAMTOR5	LAMTOR5	172
PROK1	PROK1	0
RP11-470L19.5	RP11-470L19.5	0
RP11-470L19.2	RP11-470L19.2	0
KCNA10	KCNA10	0
KCNA2	KCNA2	0
RP11-284N8.3	RP11-284N8.3	2
KCNA3	KCNA3	14
CD53	CD53	313
RP11-96K19.2	RP11-96K19.2	0
LRIF1	LRIF1	36
RP11-96K19.5	RP11-96K19.5	1
DRAM2	DRAM2	117
CEPT1	CEPT1	29
RP5-1180E21.4	RP5-1180E21.4	0
RP5-1180E21.5	RP5-1180E21.5	4
DENND2D	DENND2D	41
CHI3L2	CHI3L2	23
CHIA	CHIA	0
RP5-1125M8.2	RP5-1125M8.2	0
PIFO	PIFO	1
OVGP1	OVGP1	1
WDR77	WDR77	29
ATP5F1	ATP5F1	183
C1orf162	C1orf162	161
ADORA3	ADORA3	0
RAP1A	RAP1A	116
LINC01160	LINC01160	0
FAM212B	FAM212B	2
FAM212B-AS1	FAM212B-AS1	0
DDX20	DDX20	8
KCND3	KCND3	0
KCND3-AS1	KCND3-AS1	0
RP11-88H9.2	RP11-88H9.2	0
RP5-965F6.2	RP5-965F6.2	0
CTTNBP2NL	CTTNBP2NL	0
WNT2B	WNT2B	0
RP4-671G15.2	RP4-671G15.2	0
ST7L	ST7L	7
CAPZA1	CAPZA1	19
MOV10	MOV10	3
RP11-426L16.3	RP11-426L16.3	0
RHOC	RHOC	30
RP11-426L16.10	RP11-426L16.10	0
PPM1J	PPM1J	0
RP11-426L16.9	RP11-426L16.9	0
FAM19A3	FAM19A3	0
RP11-426L16.8	RP11-426L16.8	0
RP3-522D1.1	RP3-522D1.1	0
SLC16A1	SLC16A1	2
SLC16A1-AS1	SLC16A1-AS1	7
RP11-389O22.1	RP11-389O22.1	1
RP11-31F15.2	RP11-31F15.2	1
LRIG2	LRIG2	2
MAGI3	MAGI3	0
PHTF1	PHTF1	13
RSBN1	RSBN1	68
RP5-1073O3.2	RP5-1073O3.2	0
PTPN22	PTPN22	7
AP4B1-AS1	AP4B1-AS1	0
BCL2L15	BCL2L15	0
AP4B1	AP4B1	8
DCLRE1B	DCLRE1B	0
RP5-1073O3.7	RP5-1073O3.7	10
HIPK1	HIPK1	7
OLFML3	OLFML3	0
SYT6	SYT6	0
RP4-543J13.1	RP4-543J13.1	0
TRIM33	TRIM33	15
BCAS2	BCAS2	75
DENND2C	DENND2C	1
AMPD1	AMPD1	0
NRAS	NRAS	9
CSDE1	CSDE1	112
SIKE1	SIKE1	15
SYCP1	SYCP1	0
TSHB	TSHB	0
TSPAN2	TSPAN2	2
RP4-666F24.3	RP4-666F24.3	0
RP4-663N10.1	RP4-663N10.1	0
NGF	NGF	0
VANGL1	VANGL1	3
CASQ2	CASQ2	0
NHLH2	NHLH2	0
RP11-12L8.1	RP11-12L8.1	0
SLC22A15	SLC22A15	1
RP11-159M11.2	RP11-159M11.2	0
MAB21L3	MAB21L3	0
RP5-1185H19.2	RP5-1185H19.2	0
ATP1A1	ATP1A1	69
AL136376.1	AL136376.1	0
RP4-655J12.4	RP4-655J12.4	1
RP4-655J12.5	RP4-655J12.5	0
RP5-1086K13.1	RP5-1086K13.1	0
CD58	CD58	11
IGSF3	IGSF3	0
C1orf137	C1orf137	0
CD2	CD2	125
RP4-753F5.1	RP4-753F5.1	0
PTGFRN	PTGFRN	0
CD101	CD101	0
RP11-27K13.3	RP11-27K13.3	0
TTF2	TTF2	3
TRIM45	TRIM45	0
VTCN1	VTCN1	0
RP11-39H13.1	RP11-39H13.1	0
RP11-188D8.1	RP11-188D8.1	1
MAN1A2	MAN1A2	18
AL157902.3	AL157902.3	0
FAM46C	FAM46C	35
GDAP2	GDAP2	0
WDR3	WDR3	4
SPAG17	SPAG17	0
TBX15	TBX15	0
RP4-712E4.1	RP4-712E4.1	0
RP4-712E4.2	RP4-712E4.2	0
WARS2	WARS2	6
WARS2-IT1	WARS2-IT1	0
RP11-418J17.1	RP11-418J17.1	2
